11.0,169.0,3.0,1391657297.0
12.0,3865.0,5.0,968045015.0
15.0,1173.0,3.0,1193435335.0
15.0,1735.0,0.5,1166981862.0
15.0,2560.0,3.0,1033344917.0
15.0,3181.0,1.0,997939393.0
15.0,5792.0,4.0,1054449327.0
15.0,37386.0,2.0,1465954599.0
15.0,79428.0,1.0,1349622587.0
15.0,116823.0,0.5,1425875449.0
15.0,122904.0,1.0,1458505916.0
17.0,482.0,0.5,1127475344.0
17.0,714.0,4.5,1127473893.0
17.0,1173.0,1.0,1127472932.0
17.0,1232.0,5.0,1127471445.0
19.0,482.0,2.0,855192940.0
21.0,1173.0,5.0,853852208.0
22.0,8947.0,3.0,1131663094.0
23.0,1202.0,4.5,1148671384.0
23.0,1232.0,4.0,1166035984.0
23.0,1735.0,4.5,1148728970.0
30.0,8.0,4.0,968786809.0
30.0,523.0,2.0,945116219.0
30.0,2535.0,4.0,945295543.0
30.0,2738.0,3.0,945116067.0
30.0,3218.0,1.0,952744452.0
30.0,4941.0,2.0,1006492955.0
33.0,3865.0,2.0,1032766929.0
33.0,5106.0,2.0,1032678432.0
34.0,482.0,5.0,973747271.0
39.0,611.0,5.0,832523386.0
40.0,122904.0,4.5,1466993083.0
43.0,1612.0,4.0,974769312.0
46.0,8387.0,5.0,1366390963.0
52.0,1735.0,5.0,1231766895.0
56.0,48322.0,5.0,1469073222.0
56.0,65188.0,5.0,1467092809.0
62.0,114662.0,3.0,1451178678.0
72.0,114662.0,1.0,1461784707.0
72.0,122904.0,3.0,1461778637.0
73.0,169.0,0.5,1255587428.0
73.0,482.0,4.0,1429168457.0
73.0,1590.0,4.5,1406172081.0
73.0,2315.0,2.5,1255587644.0
73.0,2560.0,4.0,1275964192.0
73.0,8947.0,0.5,1255592030.0
73.0,37386.0,3.0,1255845325.0
73.0,66297.0,3.5,1255851305.0
73.0,114662.0,4.0,1431406217.0
73.0,116823.0,0.5,1454042838.0
73.0,122904.0,4.5,1456038880.0
77.0,47423.0,0.5,1163005434.0
78.0,3908.0,4.5,1344530161.0
78.0,8947.0,3.5,1344530363.0
81.0,1173.0,4.5,1307173047.0
81.0,1232.0,4.5,1307172080.0
83.0,1590.0,5.0,1156205586.0
85.0,255.0,5.0,837512635.0
86.0,72.0,4.0,848161284.0
86.0,482.0,4.0,848161465.0
90.0,1590.0,5.0,875515956.0
91.0,79428.0,3.0,1448814299.0
91.0,94466.0,4.0,1448798161.0
97.0,114662.0,1.0,1460342797.0
98.0,122904.0,5.0,1459404749.0
99.0,1735.0,4.0,938587240.0
102.0,1173.0,5.0,957894648.0
102.0,3218.0,4.0,957894788.0
102.0,3342.0,3.0,956599874.0
103.0,71.0,1.0,1117751197.0
105.0,1173.0,3.5,1085579028.0
105.0,1202.0,4.0,1085640597.0
113.0,8.0,5.0,844885084.0
119.0,482.0,3.0,972097228.0
119.0,611.0,1.0,913232929.0
119.0,2365.0,1.0,913233136.0
119.0,3181.0,4.0,972097153.0
128.0,8.0,4.0,1049685242.0
128.0,3908.0,2.0,1049682975.0
128.0,5106.0,4.0,1049684289.0
128.0,5387.0,4.0,1049684468.0
133.0,47423.0,1.0,1416150781.0
133.0,65188.0,4.0,1416166822.0
136.0,1099.0,4.5,1405975538.0
136.0,6535.0,3.5,1405975580.0
149.0,116823.0,4.0,1436920668.0
150.0,71.0,3.0,1114310004.0
150.0,1005.0,0.5,1114309343.0
150.0,1590.0,4.5,1114308333.0
152.0,1590.0,4.5,1335899996.0
157.0,1590.0,3.5,1323617866.0
157.0,2810.0,4.0,1344510970.0
159.0,72.0,0.5,1183519180.0
160.0,3430.0,4.0,974259049.0
163.0,1735.0,4.5,1294064044.0
165.0,3973.0,0.5,1111611914.0
165.0,5106.0,1.5,1111611419.0
165.0,5387.0,1.0,1111544973.0
165.0,8947.0,1.0,1111912422.0
166.0,6535.0,4.0,1064888374.0
167.0,2365.0,2.0,954115062.0
168.0,255.0,1.0,848879412.0
176.0,1232.0,0.5,1340715213.0
176.0,3054.0,1.0,1340721399.0
176.0,3997.0,1.0,1340713554.0
177.0,482.0,4.0,907380884.0
177.0,611.0,3.0,907380369.0
177.0,1590.0,1.0,907380246.0
182.0,8.0,5.0,845745710.0
182.0,169.0,3.0,845744976.0
185.0,1590.0,2.0,1003523766.0
185.0,3054.0,3.0,1019787143.0
185.0,4941.0,2.0,1019787456.0
187.0,1005.0,5.0,1233517052.0
187.0,1735.0,4.0,1237163990.0
187.0,8947.0,2.0,1241388789.0
187.0,47423.0,3.0,1230361558.0
187.0,48322.0,4.5,1241225054.0
