3.0,27369.0,3.5,1298862555.0
3.0,84236.0,4.0,1298922130.0
4.0,2086.0,5.0,949896114.0
8.0,43556.0,3.5,1154473022.0
10.0,1423.0,4.0,942766420.0
11.0,6598.0,5.0,1391657861.0
11.0,91548.0,4.0,1391658270.0
12.0,3474.0,4.0,955407153.0
12.0,3780.0,2.0,968045619.0
12.0,3829.0,2.0,968045106.0
12.0,3879.0,5.0,968044949.0
12.0,3885.0,3.0,968044949.0
15.0,214.0,2.0,1033345241.0
15.0,803.0,4.5,1054450008.0
15.0,1502.0,1.5,1425876701.0
15.0,1546.0,4.0,997938322.0
15.0,1807.0,1.5,1093028022.0
15.0,1859.0,5.0,997938834.0
15.0,2983.0,4.0,997938576.0
15.0,3010.0,4.0,997938727.0
15.0,3318.0,3.0,997937986.0
15.0,3320.0,5.0,1040205943.0
15.0,3390.0,1.0,997937239.0
15.0,3787.0,3.0,997937795.0
15.0,3800.0,2.0,1039243666.0
15.0,3854.0,3.0,1240203682.0
15.0,3892.0,1.0,1039243705.0
15.0,3956.0,1.0,997937986.0
15.0,4079.0,4.0,1052896685.0
15.0,4082.0,1.0,1034544351.0
15.0,4158.0,2.0,997937459.0
15.0,4302.0,5.0,997937808.0
15.0,4381.0,2.0,997937346.0
15.0,4451.0,2.5,1075143282.0
15.0,4666.0,1.0,997937539.0
15.0,4675.0,2.0,997937530.0
15.0,4719.0,2.0,1374637779.0
15.0,4731.0,5.0,1033344023.0
15.0,5000.0,3.5,1443385401.0
15.0,5071.0,5.0,1044348382.0
15.0,5075.0,4.0,1033344006.0
15.0,5363.0,1.0,1033343901.0
15.0,5410.0,2.0,1052896740.0
15.0,5416.0,1.5,1096005195.0
15.0,5458.0,1.0,1033344374.0
15.0,5515.0,4.0,1033344401.0
15.0,5553.0,2.0,1035258747.0
15.0,5662.0,4.0,1035258564.0
15.0,5968.0,3.0,1040205624.0
15.0,6025.0,3.0,1046209643.0
15.0,6037.0,3.0,1465954655.0
15.0,6180.0,1.0,1046209705.0
15.0,6203.0,3.0,1046209705.0
15.0,6442.0,3.5,1055439392.0
15.0,6464.0,2.5,1056617566.0
15.0,6547.0,1.0,1061496761.0
15.0,6816.0,4.0,1096005320.0
15.0,6875.0,1.0,1096005180.0
15.0,6885.0,1.0,1465954640.0
15.0,6961.0,2.5,1240203829.0
15.0,7003.0,2.0,1367800233.0
15.0,7010.0,3.5,1465954687.0
15.0,7199.0,1.0,1096005109.0
15.0,8930.0,2.5,1166585434.0
15.0,8974.0,2.5,1374637844.0
15.0,26810.0,2.0,1166587331.0
15.0,44597.0,2.5,1316408165.0
15.0,56563.0,4.0,1465793961.0
15.0,59519.0,3.5,1216576555.0
15.0,60295.0,3.5,1316395628.0
15.0,61394.0,2.0,1349622731.0
15.0,65802.0,0.5,1465880993.0
15.0,66130.0,1.5,1240202854.0
15.0,66596.0,1.5,1465880651.0
15.0,68324.0,1.0,1465954712.0
15.0,69436.0,0.5,1465880996.0
15.0,70697.0,2.5,1374637773.0
15.0,74649.0,4.0,1338702442.0
15.0,76738.0,2.5,1379040852.0
15.0,80185.0,3.0,1374638009.0
15.0,81191.0,3.0,1374638035.0
15.0,83270.0,1.0,1361078285.0
15.0,83293.0,3.5,1367801456.0
15.0,83827.0,4.0,1425875865.0
15.0,86898.0,3.5,1458507263.0
15.0,87930.0,2.0,1443385461.0
15.0,88950.0,0.5,1316395783.0
15.0,89090.0,1.5,1367801460.0
15.0,89337.0,3.0,1374638024.0
15.0,90266.0,2.5,1367801470.0
15.0,90603.0,2.5,1348976195.0
15.0,90870.0,0.5,1465880427.0
15.0,91505.0,1.0,1347936860.0
15.0,91869.0,3.0,1338697924.0
15.0,95105.0,1.0,1345350979.0
15.0,95199.0,0.5,1465880715.0
15.0,95443.0,0.5,1357109952.0
15.0,96150.0,2.0,1345350973.0
15.0,96667.0,2.5,1357109969.0
15.0,97393.0,3.5,1386368013.0
15.0,98122.0,0.5,1465793928.0
15.0,99468.0,2.5,1386368031.0
15.0,99811.0,4.0,1361831110.0
15.0,100032.0,2.0,1361076617.0
15.0,100083.0,0.5,1465880648.0
15.0,100365.0,2.5,1361831156.0
15.0,100517.0,3.0,1381534422.0
15.0,100745.0,1.0,1367764695.0
15.0,101076.0,3.0,1367764864.0
15.0,104211.0,3.5,1458506673.0
15.0,104272.0,3.0,1425875562.0
15.0,104726.0,3.0,1381534394.0
15.0,106111.0,1.0,1386367830.0
15.0,107910.0,4.5,1426110023.0
15.0,108689.0,0.5,1465954590.0
15.0,109687.0,2.5,1465793948.0
15.0,110771.0,2.0,1465880696.0
15.0,111228.0,2.5,1443385454.0
15.0,112788.0,1.0,1465880699.0
15.0,112940.0,1.5,1425875476.0
